idNumber,gdpPerCapitaUsd,healthcareAccessIndex,urbanizationRatePercent,sanitationCoveragePercent,populationDensityPerKm2,accessToCleanWaterPercent
1784,96588,71.44,60.27,97.68,250,88.31
1785,35439,41.15,22.38,54,124,46.17
1786,29439,91.09,77.45,23.25,586,65.89
1787,8969,15.2,24.52,46.54,798,77.68
1788,83443,17.1,13.1,45.02,419,39.09
1789,62015,51.69,18.02,20.45,664,95.26
1790,70657,93.17,72.89,59.02,436,48.24
1791,78941,39.07,82.15,92.46,738,52.32
1792,91811,92.64,31.46,84.19,688,76.63
1793,84137,69.35,49.85,74.77,537,35.47
1794,56855,78.26,57.78,47.48,556,73.93
1795,51632,93.79,43.5,38.56,800,94.12
1796,99073,57.23,15.23,47.41,149,47.44
1797,53749,64.17,14.53,29.84,961,55.33
1798,63219,57.9,45.23,27.96,761,46.26
1799,19504,78.49,73.83,65.96,317,87.31
1800,91998,27.34,16.77,85.12,796,41.73
1801,71262,78.8,26.45,27.95,875,54.26
1802,5753,71.35,31.58,46.81,967,72.07
1803,9226,60.21,54.73,29.82,401,58.32
1804,59452,3.88,13.46,44.84,636,34.58
1805,89615,77.45,78.8,86.42,96,96.34
1806,87052,13.24,47.66,22.79,148,53.65
1807,60758,96.2,48.82,71.78,388,61.2
1808,40500,8.15,36.12,24.79,52,41.73
1809,46773,72.03,26.96,54.12,875,90.57
1810,97986,36.04,39.09,57.92,78,50.4
1811,48926,73.57,83.07,52.12,686,31.39
1812,30235,51.9,17.54,70.99,162,52.15
1813,66058,62.95,14.86,97.89,481,98.88
1814,42148,7.54,19.16,41.38,673,40.28
1815,33019,96.65,72.16,68.78,627,32.18
1816,1786,0.38,13.87,48.4,299,70.47
1817,69896,94.12,36.65,99.96,504,56.02
1818,76310,56.83,43.99,96.08,859,85.65
1819,11226,25.83,50.57,27.47,917,81.23
1820,62040,63.77,10.26,97.89,947,42.98
1821,95318,67.29,48.94,79.06,880,69.52
1822,95813,73.03,25.59,99.39,600,32.27
1823,26416,1.64,17.83,81.68,120,60.76
1824,80326,98.28,52.66,30.31,277,79.98
1825,2877,61.79,69.53,80.04,422,59.05
1826,25271,37.75,84.78,78.13,486,38.26
1827,93073,57.07,83.01,33.34,669,34.31
1828,49504,17.84,41.92,80.25,344,89.76
1829,55280,24.73,66.32,73.98,396,92.39
1830,75732,8.58,65.65,99.56,345,54.02
1831,51767,87.92,42.97,69.5,838,41.49
1832,22302,25.16,17.86,53.17,476,98.5
1833,85338,73.97,40.56,96.31,592,68.21
1834,45484,27.42,89.39,70.23,250,63.37
1835,25946,14.6,54.4,47.89,237,81.91
1836,31360,10.81,37.31,21.68,671,41.82
1837,90796,86.02,69.51,80.53,984,70.6
1838,75917,11.97,64.91,29.56,82,92.31
1839,83632,8.71,56.3,93.89,538,31.61
1840,12337,0.94,60.99,96.91,106,77.11
1841,62982,36.64,56.8,38.91,267,68.6
1842,39492,94.27,86.5,29.02,272,96.56
1843,9189,90.86,50.73,67.63,232,48.11
1844,2065,11.51,57.22,37.1,535,90.12
1845,25293,1.25,47.73,63.35,494,51.63
1846,5120,75.1,58.02,53.14,269,60.09
1847,65700,30.65,81.27,83.36,694,44.93
1848,26437,83.47,37.18,99.99,200,90.45
1849,83925,21.54,49.67,56.54,275,43.68
1850,88742,49.22,45.89,74.8,566,90.13
1851,59900,3.29,41.84,47.34,991,61.89
1852,45777,89.47,75.68,89,225,88.46
1853,25872,17.8,28.56,22.96,309,48.51
1854,5456,29.47,49.99,59.48,704,39.29
1855,61894,47.97,83.97,34.14,155,68.85
1856,12411,27.13,22.9,34.15,532,65.66
1857,81732,4.02,10.37,62.64,763,54.96
1858,51903,2.91,31.22,44.62,191,76.4
1859,7170,95.52,83.78,56.72,501,36.66
1860,60344,32.55,17.01,44.45,138,73.54
1861,63637,33.44,20.97,56.41,574,44.82
1862,98727,92.29,35.63,42.87,873,39.03
1863,23973,83.62,71.58,84.28,729,93.67
1864,47798,68.69,70.1,64.63,727,62.19
1865,21845,65.85,16.97,32.91,42,83.44
1866,26108,80.11,84.71,20.68,400,36.24
1867,45304,16.89,29.11,21.4,92,34.02
1868,10786,66.43,32.45,53.74,34,64.64
1869,79136,9.84,40.91,45.13,462,52.09
1870,17372,12.65,60.76,40.97,442,30.34
1871,42805,24.28,51.7,69.83,83,42.83
1872,42250,70.98,84.29,85.06,653,45.31
1873,89685,89.25,55.17,25.07,673,50.2
1874,44976,69.08,78.56,28.8,439,91.43
1875,45648,41.66,16.26,49.5,512,59.44
1876,92446,51.37,78.47,55.32,975,77.56
1877,89142,71.23,25.82,51.62,898,31.29
1878,78461,61.33,39,71.09,517,86.97
1879,94067,52.95,35.59,26.98,405,46.82
1880,54059,23.68,36.98,59.58,711,51.63
1881,72469,61.7,83.49,84.94,861,33.17
1882,80436,1.87,45.33,94.28,227,58.68
1883,73977,56.01,31.44,64.83,469,89.68
1884,85689,82.07,33.55,31.07,327,56.51
1885,20483,17.98,74.27,78.2,746,93.6
1886,46516,11.42,53.13,83.71,327,90.72
1887,16760,97.02,45.96,35.7,597,34.34
1888,88076,84.35,84.15,74.2,451,51.37
1889,34541,30.2,84.4,94.44,175,93.73
1890,66574,20.86,70.49,77.51,461,32.09
1891,45213,33.4,51.44,53.25,154,83.61
1892,70248,43.12,19.33,55.42,531,93.45
1893,85359,82.11,66.64,26.36,476,83.93
1894,27690,23.92,75.21,62.09,692,82.07
1895,99289,72.08,78.16,84.21,298,89.03
1896,18270,92.93,56.55,98.28,46,76.61
1897,50701,37.95,59.35,51.94,641,59.62
1898,99587,2.6,66.74,54.83,421,34.39
1899,11751,82.76,79.91,24.38,695,85.16
1900,90189,70.84,13.63,82.01,886,93.37
1901,88032,14.91,55.06,77.33,395,65.81
1902,32655,59.69,39.53,52.23,901,67.28
1903,63439,82.48,76.65,76.74,951,58.23
1904,95121,18.1,20.7,69.84,431,89.98
1905,8561,22.29,82.78,81.52,47,31.04
1906,40557,20.18,19.92,45.13,542,73.72
1907,24908,99.75,17.15,72.07,928,93.52
1908,18688,22.95,37.72,70.05,170,37.23
1909,23279,26.69,89.58,27.24,227,97.14
1910,91710,4.79,60.7,42.48,253,97.74
1911,25187,98.33,12.12,88.82,52,95.09
1912,24714,24.68,29.94,32.49,127,62.38
1913,67005,72.52,21.93,50.37,615,56.81
1914,84053,2.64,10.08,38.02,333,79.42
1915,21746,78.34,51.2,31.21,207,52.31
1916,34186,75.06,40.49,30.91,491,34.78
1917,17051,8.42,59.06,47.84,260,93.1
1918,20205,12.26,27.31,84.28,713,74.44
1919,94515,29.51,76.48,97.31,477,44.5
1920,60649,35.47,40.65,65.75,841,31.29
1921,92872,78.35,48.63,70.82,134,80.65
1922,16302,6.12,68.6,82.3,558,89.7
1923,63891,65.02,23.29,72.94,600,58.4
1924,11531,22.85,30.99,87.87,512,35.66
1925,55841,38.25,22.38,90.72,113,75.4
1926,22021,0.22,71.45,70.22,672,50.79
1927,87394,29.11,17.8,62.65,243,40.08
1928,25833,17.13,49.12,51.28,82,65.73
1929,65231,50.4,69.99,56.93,43,63.73
1930,38051,15.82,50.62,47.64,372,66.17
1931,37761,83.58,50.69,54.16,171,87.68
1932,2473,88.29,15.09,91.98,932,63.92
1933,11400,84.53,72.63,97.79,729,93.04
1934,49749,98.18,58.32,48.92,269,88.93
1935,19960,91.46,63.4,37.65,485,75.58
1936,92531,27.98,71.26,26.26,346,33.98
1937,2706,31.45,54.85,86.95,498,90.55
1938,57782,53.27,50.69,89.65,725,93.39
1939,66122,38.5,63.05,56.04,206,56.25
1940,10458,96.99,82,63.39,239,66.83
1941,11883,33.95,61.08,79.19,109,49.67
1942,69713,74.01,73.07,50.07,615,31.03
1943,25757,57.54,48.42,36.12,72,63.56
1944,80606,95.65,57.17,29.17,343,39.06
1945,73681,74.45,24.41,38.82,919,42.83
1946,45676,30.36,49.08,71.63,715,63.65
1947,78820,19.71,21.91,47.81,293,90.69
1948,27545,85.46,47.36,89.42,798,89.12
1949,8826,91.1,15.2,27,728,97.55
1950,29486,83.11,56.1,53.31,885,63.79
1951,10937,73.74,32.94,40.56,608,68.64
1952,53441,32.17,77.33,91.02,147,87.55
1953,94718,50.54,40.1,84.5,547,78.98
1954,13656,91.57,83.42,98.74,428,42.8
1955,28277,13.49,47.83,29.54,299,57.87
1956,25810,49.49,77.91,82.58,779,95.04
1957,20355,35.55,33.78,30.07,436,40.23
1958,71475,67.75,46.13,32.4,693,44.65
1959,36533,63.41,60.69,23.14,760,58.05
1960,68004,56.01,30.69,57.18,437,95.79
1961,61955,27.96,62.59,30.07,52,37.97
1962,52796,15.96,33.09,47.87,317,77.11
1963,79975,78.43,48.74,42.1,631,39.25
1964,34492,99.17,11.87,98.11,910,66.72
1965,41080,16.91,16.25,72.66,156,67.56
1966,34455,7.58,28.17,52.84,644,32.98
1967,81747,74.57,74.52,90.28,935,96.79
1968,87440,34.39,62.83,25.11,826,86.46
1969,27608,21.3,81.48,46.74,390,51.2
1970,29803,52.51,82.38,61.17,760,39.14
1971,61366,67.52,39.97,24.31,712,54.19
1972,59281,21.48,39.4,31.67,125,92.6
1973,50587,99.45,76.86,91.6,474,39.29
1974,24082,32.82,44.12,34.37,678,54.45
1975,91171,31.5,78.58,93.73,853,64.6
1976,45646,42.3,50.47,27.69,977,32.3
1977,38905,74.5,43.98,91.06,216,48.76
1978,25521,87.33,32.33,56.3,62,71.69
1979,1808,32.4,20.12,65.86,107,52.68
1980,65607,11.87,52.07,42.53,37,90.94
1981,18789,25.61,36.02,41.87,222,95.57
1982,96518,8.43,29.96,59.37,958,60.91
1983,58173,63.03,23.57,48.46,666,67.24
1984,89720,74.07,41.09,26.22,766,74.16
1985,8282,42.93,54.47,48.29,257,76.52
1986,20562,95.28,76.96,40.38,499,34.43
1987,26629,72.75,75.62,87.97,859,33.76
1988,30216,37.97,78.41,87.08,545,90.59
1989,72066,10.22,56.1,31.32,774,45.39
1990,3083,49.37,54.76,78.41,865,70.89
1991,43732,50.38,82.41,56.07,341,73.73
1992,76847,55.06,33.08,89.48,970,41.51
1993,22735,68.24,21.64,41.92,45,83.31
1994,24381,26.44,16.62,27.05,937,90.62
1995,69954,0.25,80.48,84.04,206,49.98
1996,14369,81.28,39.74,89.47,419,91.45
1997,7011,82.35,49.9,87.24,193,35.67
1998,14616,91.16,74.24,46.34,76,86.03
1999,36481,96.9,39.85,22.47,42,74.81
2000,69923,15.92,79.44,31.17,176,70.82
2001,57409,35.39,35.74,93.55,349,46.11
2002,67258,85.14,68.59,49.13,707,55.33
2003,71782,93.4,63.39,90.42,533,93.72
2004,85527,1.45,26.11,98.47,254,62.6
2005,84933,38.75,19.96,51.66,495,71.61
2006,62377,11.34,18.92,82.12,605,95.51
2007,21736,78.85,62.07,33.53,858,62.65
2008,14932,74.71,11.04,50.7,52,57.18
2009,60395,75.43,62.85,76.41,977,92.52
2010,28514,39.02,72.56,36.57,628,93.76
2011,82211,40.62,34.2,45.58,534,54.82
2012,71019,26.19,69.66,65.11,466,71.44
2013,76425,36.09,23.23,75.3,860,97.46
2014,86558,98.31,86.84,48.55,611,33.88
2015,18204,4.66,28.57,50.14,125,32.79
2016,46468,32.4,49.07,28.79,910,66.16
2017,19250,78.99,88.44,98.72,115,50.39
2018,61634,38.23,82.57,68.98,694,70.73
2019,68571,95,62.76,62.43,354,80.7
2020,88709,33.21,39.54,36.91,398,34.84
2021,52027,84.98,66.01,59.04,544,91.77
2022,78442,81.51,46.82,55.78,812,49.38
2023,98534,0.92,18.71,40.68,250,56.69
2024,13953,40.3,73.68,55.7,105,53.59
2025,86805,28.06,79.73,36.28,319,88.79
2026,59506,47.96,42.61,76.82,134,41.95
2027,99028,46.28,63.26,92.7,243,32.01
2028,30065,90.55,12.43,20.21,698,98.03
2029,68836,18.36,25.78,64.5,591,98.64
2030,1780,18.22,55.62,78.59,215,48.04
2031,64163,10.81,31.93,92.58,242,30.65
2032,99325,73.87,85.55,48.67,129,75.21
2033,84038,91.79,76.96,92.57,486,75.39
2034,30334,36.85,62.4,86.04,814,95.82
2035,62058,6.18,89.91,62.02,640,50.89
2036,57458,15.6,29.46,40.56,31,43.27
2037,77910,10.24,83.53,72.23,770,73.15
2038,18485,59.23,34.37,40.84,221,69.46
2039,2806,28.23,57.73,47.91,913,80.24
2040,8322,89.74,44.75,57.36,484,91.96
2041,28903,16.23,45.46,59.84,706,69.18
2042,59059,93.02,71,35.13,505,40.51
2043,1442,33.27,37.8,75.5,848,71.87
2044,37199,86.73,50.6,99.35,197,56.19
2045,27281,94.9,26.94,39.51,192,61.69
2046,37017,98.64,71.08,64.36,427,97.16
2047,90872,80.36,54.15,56.38,562,68.85
2048,70776,10.17,30.41,44.62,549,40.48
2049,16873,5.54,31.27,53.58,808,61.02
2050,49151,73.97,33.48,78.62,542,45.99
2051,12919,89.7,65.94,53.18,83,39.48
2052,82827,16.61,57.61,60.54,828,79.86
2053,51695,94.11,75.78,58.18,45,74
2054,71308,61.02,55.72,64.42,982,64.85
2055,80653,12.4,34.53,43.3,419,59.63
2056,74794,16.7,87.03,60.78,540,52.56
2057,81139,6.6,80.89,30.79,783,36.16
2058,55409,14.32,32.31,79.31,697,50.95
2059,47649,73.21,83.02,28.87,24,88.69
2060,13473,21.88,67.61,82.8,631,84.86
2061,44830,56.17,43.18,86.04,118,98.06
2062,35247,72.11,47.35,21.52,133,75.92
2063,92564,89.53,45.71,86.47,314,68.75
2064,23048,58.99,73.75,71.85,27,50.72
2065,92618,56.97,24.04,27.75,93,35.38
2066,20722,91.28,14.69,99.83,714,73.26
2067,13976,29.49,49.88,69.24,927,64.17
2068,68351,20.37,33.23,52.07,197,83.14
2069,5256,87.28,55.11,90.82,173,58.83
2070,40064,7.45,88.26,23.33,377,98.99
2071,80350,18.97,63.72,77.39,731,57.83
2072,44904,41.13,86.74,31.5,403,53.32
2073,66068,36.13,68.56,64.2,29,90.97
2074,53983,70.61,16.07,27.68,975,57.69
2075,15033,9.18,81.14,74.33,772,90.96
2076,56542,47.72,25.91,57.19,122,31.91
2077,74559,80.86,79.18,20.54,326,78.48
2078,87001,68.33,69.93,25.71,366,35.03
2079,70251,63.16,77.09,76.24,836,40.38
2080,17041,23.94,30.29,51.96,159,79.01
2081,60952,39.36,74.59,73.77,845,50.28
2082,21829,18.07,58.83,51.19,781,44.73
2083,53434,50.89,16.55,48.94,604,86.11
2084,53473,58.42,81.13,88.39,422,96.24
2085,19572,63.12,80.14,88.38,835,46.27
2086,25768,87.6,55.76,93.58,67,52.2
2087,28959,6.18,46.21,85.84,63,79.99
2088,97509,38.83,42.04,30.19,549,87.07
2089,44382,59.1,58.22,25.32,370,99.94
2090,65255,57.01,77.34,24.67,726,49.14
2091,8346,2.17,55.27,98.42,432,68.96
2092,38653,18.93,20.37,60.09,66,39.38
2093,51808,84.57,34.49,29.21,73,53.16
2094,5954,51.54,63.46,63.54,613,33.15
2095,90745,41.36,61.75,76.82,295,44.76
2096,96736,90.02,51.51,27.56,351,65.46
2097,35395,7.5,29.24,47.71,518,41.46
2098,30178,92.23,31.65,35.03,443,92.26
2099,98390,2.78,48.74,98.03,447,79.72
2100,55252,56.27,41.56,45.46,544,31.94
2101,56683,55.51,35.27,75.24,539,91.37
2102,8262,63.91,76.36,93.47,775,98.41
2103,21081,2.96,50.32,89.06,90,65.13
2104,4926,53.05,50.25,51.52,390,52.02
2105,95083,11.36,44.24,44.87,703,48.44
2106,67510,15.6,64.47,84.74,872,36.12
2107,13551,21.54,24.05,36.41,933,64.41
2108,6489,61.32,85.49,77.39,657,33.51
2109,62363,39.01,18.37,86.82,425,65.27
2110,9740,8.53,66.82,87.94,628,47.68
2111,64556,28.9,66.34,20.71,143,63.35
2112,50067,7.66,19.12,59.99,721,59.29
2113,95831,66.41,89.44,48.61,895,51.36
2114,38775,55.75,12.75,98.31,991,61.4
2115,6282,40.77,39.18,63.53,775,63.18
2116,47171,92.77,43.98,54.2,817,88.36
2117,84798,51.87,74.22,39.55,700,76.6
2118,25737,88.75,12.39,87.65,568,60.32
2119,13146,57.91,54.56,45.55,232,93.37
2120,73329,37.68,26.32,86.14,124,82.9
2121,49940,53.9,55.81,91.33,335,35.3
2122,84145,15.19,61.71,24.65,205,40.76
2123,14832,67.48,12.73,60.8,912,35.72
2124,31659,98.21,15.4,53.63,258,52.32
2125,58418,24.74,16.82,51.45,235,60.5
2126,33984,32.32,78.18,49.72,292,65.3
2127,85832,40.61,84.13,62.56,459,89.6
2128,71359,48.35,45.02,30.42,63,31.26
2129,29098,71.91,79.98,89.7,663,59.98
2130,52045,13.67,48.1,64.64,754,58.77
2131,86500,30.25,42.09,47.77,998,96.32
2132,11754,53.87,52.5,39.44,496,46.87
2133,50664,58.96,73.21,69.33,159,38.57
2134,32052,53.66,27.9,82.94,718,39.96
2135,35628,43.55,34.14,55.27,65,66.41
2136,92745,71.15,77.91,98.76,885,57.36
2137,67982,20.45,83.28,62.85,219,82.79
2138,4012,28.27,19.84,98.31,325,52.62
2139,74154,44.45,66.39,97.01,572,38.96
2140,67387,69.55,10.77,67.98,409,57.08
2141,48878,8.24,29.69,66.51,501,91.81
2142,19959,11.57,15.49,28.45,137,58.39
2143,20788,78.24,51.23,94.34,911,88.35
2144,11039,26.1,37.47,84.26,778,56.01
2145,82947,96.35,21.01,60.04,21,49.7
2146,11345,96.14,10.03,44.51,33,84.24
2147,47370,68.59,41.07,87.08,135,44.65
2148,77202,71.69,33.56,43.32,340,46.23
2149,13967,65.1,13.74,63.35,180,33.49
2150,81829,17.73,78.14,35.91,114,43.15
2151,46936,50.05,42.86,84.36,939,56.52
2152,22531,79.3,71.98,80.22,230,57.97
2153,87580,77.47,43.76,43.34,66,59.44
2154,60540,89.88,15.4,29.39,670,63.58
2155,95797,90.08,41.54,34.17,561,70.03
2156,47443,26.15,80.89,69.31,42,43.26
2157,69315,72.17,10.62,32,170,72.98
2158,23616,65.13,81.62,45.61,933,53.56
2159,53668,88.58,62.54,87.14,117,81.38
2160,13518,18.35,89.65,26.54,74,69
2161,16240,73.98,83.29,66.49,85,68.8
2162,20820,42.33,79.52,51.99,55,77.98
2163,34312,39.45,13,29.63,938,53.31
2164,80518,3.58,32.42,60.75,885,60.05
2165,3939,96.15,39.98,61.33,462,70.8
2166,17196,67.58,65.99,50.25,459,59.51
2167,16448,59.07,61.89,24.43,941,61.1
2168,67926,25.12,23.74,36.55,993,49.07
2169,79795,65.84,68.95,52.38,756,50.12
2170,61462,94.56,22.45,42.18,959,78.93
2171,86641,16.33,46.51,32.84,443,30.3
2172,12692,98.38,56.3,58.96,956,36.67
2173,23862,42.74,79.65,51.81,635,96.42
2174,25571,97.82,60.51,73.2,317,43.09
2175,54491,63.39,86.39,64.83,414,59.27
2176,54447,32.41,89.56,33.58,645,89.48
2177,68064,37.44,50.71,75.01,807,30.01
2178,27168,29.06,14.12,57.23,152,94.76
2179,81726,33.48,12.27,29.08,658,33.74
2180,95618,64.65,78.45,21.48,768,41.96
2181,3407,1.66,49.99,70.11,297,32.04
2182,98775,96.76,39.34,69.49,81,66.37
2183,69179,76.85,32.76,85.64,416,96.02
2184,74955,94.1,32.54,80.99,804,88.73
2185,87810,71.75,15.83,90.2,563,74.78
2186,8074,48.1,34.24,43.39,273,42.98
2187,9806,18.97,61.58,53.05,230,90.87
2188,67713,51.63,40.82,24.95,788,82.83
2189,35311,71.17,85.83,52.91,926,48.68
2190,8181,85.42,63.45,37.58,764,86.36
2191,94576,32.41,79.12,84.43,53,91.4
2192,32214,51.05,19.13,72.5,432,78.88
2193,69150,62,46.04,82.54,999,37.03
2194,46921,58.86,13.32,67.4,298,98.9
2195,5353,5.24,81.6,67.83,588,35.32
2196,93455,48.34,21.75,38.82,832,75.81
2197,27962,80.9,74.43,73.59,790,37.74
2198,62665,80.23,83.9,31.52,45,93.38
2199,97141,50.71,45.35,42.07,608,54.5
2200,7099,95.24,41.15,34.4,547,65.81
2201,29946,82.62,58.01,95.96,467,42.51
2202,2841,73.73,69.23,91.85,303,68.26
2203,55971,51.56,61.65,89.99,109,95.72
2204,45512,59.07,10.09,96.81,160,93.11
2205,83529,22.32,72.87,69.01,145,34.47
2206,61425,53.24,21.79,91.58,791,56.48
2207,27717,52.6,45.97,43.35,289,48.72
2208,88892,20.28,32.59,50.78,384,63.7
2209,7908,95.11,84.23,57.36,475,88.36
2210,36341,24.48,50.17,27.15,433,81.72
2211,22254,10.42,51.77,85.98,622,54.08
2212,38813,46.7,16.09,29.53,503,56.79
2213,66951,68.61,81.79,83.97,674,75.8
2214,82681,19.52,29.12,93.78,127,43.6
2215,38782,18.29,43.12,65.43,760,37.19
2216,48312,26.15,88.82,33.27,989,46.98
2217,57802,30.27,19.11,54.94,418,38.68
2218,70939,24.62,67.48,31.11,26,54.64
2219,46103,47.07,30.81,29.52,653,95.63
2220,52314,1.83,43.58,80.49,260,38.42
2221,39509,8.75,43.46,51.44,606,87.28
2222,89357,72.94,84.58,20.01,733,67.43
2223,35240,41.23,10.83,23.88,886,74.3
2224,35442,36.03,39.38,85.42,888,41.91
2225,50979,1.04,78.19,69.58,114,40.6
2226,21774,29.82,82.84,87.56,858,41.39
2227,28961,82.12,34.91,41.89,620,76.69
2228,63342,34.04,29.36,45.15,50,82.35
2229,89734,96.37,46.9,69.35,581,94.42
2230,9531,39,69.67,73.21,608,57.87
2231,45296,46.41,22.32,22.12,478,62.34
2232,93925,80.19,72.76,92.58,564,62.87
2233,94260,98.3,51.01,83.93,959,48.89
2234,56378,37.16,21.26,30.55,829,52.98
2235,17431,11.99,63.74,20.83,542,89.28
2236,45622,52.31,60.26,81.53,673,54.06
2237,77894,59.18,59.79,92.23,430,90.84
2238,62621,95.95,70.38,45.77,643,51.37
2239,63438,41.39,24.5,45.66,987,53.79
2240,60470,9.08,65.8,61.17,513,69.22
2241,88149,65.09,80.98,73.96,693,37.22
2242,95544,2.11,52.42,71.81,220,94.54
2243,38820,42.54,48.88,80.21,142,87.43
2244,69912,40.96,73.82,29.12,966,76.94
2245,88301,25.48,21.7,61.59,309,99.17
2246,59169,96.43,37.27,60.51,228,31.12
2247,37059,40.34,78.3,95.99,399,58.77
2248,85291,89.47,49.98,93.46,343,90.08
2249,1074,51.51,77.23,80.03,396,60.31
2250,1601,82.05,30.15,90.15,586,30.37
2251,18259,45.14,41.17,79.65,680,41.04
2252,95538,99.15,75.89,77.64,960,60.39
2253,38502,64,23.08,37.26,310,76.76
2254,86368,15.59,81.58,69.38,123,41.39
2255,79852,0.64,34.79,93.28,595,61.36
2256,72910,92.89,87.82,80.01,832,30.9
2257,48781,68.68,76.22,68.38,69,63.43
2258,14819,10.63,46.45,40.65,936,92.71
2259,86224,74.35,69.38,74.29,775,71.77
2260,86884,22.71,54.42,47.76,764,60.85
2261,39113,80.92,78.26,25.22,124,41.36
2262,36999,60.99,51.45,39.15,986,44.17
2263,24409,12.37,89.04,51.14,304,35.36
2264,21281,7.09,20.68,99.73,389,81.97
2265,90307,46.61,64.12,80.81,625,35.4
2266,55442,93.69,29.65,42.37,569,56.88
2267,97672,56.46,25.3,80.99,89,82.49
2268,43814,75.91,42.66,48.61,36,79.9
2269,4250,46.95,39.4,68.63,793,70.43
2270,52786,38.41,13.71,81.17,445,69.99
2271,79160,82.22,44.22,79.27,242,36.32
2272,93677,46.34,86.15,31.2,263,42.24
2273,17770,14.15,47.35,86.04,374,67.43
2274,92170,27.45,34.15,93.84,397,54.37
2275,12499,56.14,85.93,38.67,947,31.33
2276,61628,40.26,50.46,46.35,382,85.87
2277,31606,36.64,32.97,95.06,356,75.77
2278,87310,66.88,72.64,98.69,447,52.8
2279,23485,63.63,27.89,56.28,146,36.87
2280,6027,31.4,29.82,22.76,162,71.38
2281,55548,35.94,35.95,94.63,353,54.4
2282,20341,75.21,41.58,22.03,67,47.88
2283,24441,92.13,56.63,46.42,229,80.5
2284,36566,32.42,51.22,27.18,27,52.97
2285,77626,29.19,69.5,60.94,437,39.52
2286,57154,26.53,67.37,23.01,611,63.72
2287,45832,14.15,13.64,38.03,851,87.99
2288,47447,37.72,20.71,56.71,186,89.48
2289,96458,51.6,27.22,25.93,565,89.45
2290,54928,53.74,57.81,58.43,491,59.46
2291,51178,69.1,81.62,41.21,503,85.37
2292,47800,5.26,35.99,41.35,495,89.52
2293,46749,56.14,87.1,94.96,724,62.17
2294,68192,25.5,23.83,75.22,983,52.31
2295,76651,23.91,83.98,94.36,512,79.14
2296,3294,78.97,74.08,66.06,631,93.31
2297,97140,15.35,41.12,92.57,943,98.05
2298,89246,32.91,26.5,86.99,714,50.32
2299,48628,63.76,41.3,99.83,858,96.93
2300,69078,64.29,27.1,60.25,986,64.95
2301,89115,4.81,54.89,75.69,649,51.42
2302,72928,7.26,55.99,32.85,19,99.19
2303,4591,65.54,71.46,95.16,328,91.45
2304,20118,95.32,52.23,51.9,615,78.47
2305,99239,99.85,37.61,93.33,499,92.65
2306,32021,98.71,82.93,28.06,823,77.7
2307,92069,35.16,16.24,61.22,746,60.83
2308,35640,24.18,74.7,20.11,267,96.36
2309,10896,9.86,42.77,53.28,891,97.43
2310,32357,32.58,24.49,26.65,413,51.99
2311,98915,27.69,19.63,55.93,233,54.81
2312,36302,57.68,27.66,64.46,780,56.79
2313,38842,36.88,19.76,88.18,557,87.55
2314,71924,23.15,46.71,43.63,270,85.38
2315,75324,61.25,37.98,65.34,285,98.82
2316,57826,32.31,38.53,25.32,780,62.56
2317,71085,35.36,22.55,93.08,780,81.57
2318,26372,59.84,62.78,56.14,365,89.97
2319,83377,11.82,58.62,40.21,335,45.49
2320,21715,77.42,88.58,57.06,237,73.44
2321,5468,96.54,23.41,58.52,609,68.34
2322,94698,49.08,76.72,79.46,905,82
2323,41553,55.99,12.71,97.97,312,78.68
2324,19650,38.46,15.87,34.89,111,86.9
2325,1167,95.67,61.84,24.36,302,51.78
2326,33782,13.29,42.52,72.46,17,45.14
2327,37557,81.35,28.44,90.77,623,86.36
2328,62873,65.04,10.22,65.2,634,55.24
2329,93635,79.15,63.05,26.39,217,50.13
2330,34079,95.05,45.27,53.74,372,53.58
2331,48836,49.62,23.66,72.38,906,34.64
2332,22591,28.83,87.78,46.24,983,84.12
2333,55501,77.95,38.07,87.59,54,80.06
2334,22956,84.46,34.24,37.98,467,68.69
2335,51172,68.63,50.83,49.16,531,80.13
2336,6249,84.9,32.18,93.31,351,56.12
2337,18362,73.03,31.82,65.88,241,50.68
2338,48707,95.75,87.3,20.5,754,90.36
2339,88238,57.07,30.89,39.52,488,59.57
2340,26107,38.05,58.44,80.27,973,43.71
2341,51790,68.05,13,24.16,948,82.43
2342,62285,6.91,22.35,99.44,352,53.51
2343,69105,49.84,11.77,91.83,178,44.83
2344,50002,77.34,52.76,37.91,277,31.9
2345,19189,16.9,49.33,91.64,758,97.94
2346,89628,40.04,36.47,75.96,273,62.71
2347,89290,35.03,66.02,54.03,901,41.32
2348,54443,33.5,60.06,35.69,310,83.05
2349,34532,65.06,58.03,36.02,609,92.14
2350,63581,49.75,36.9,67.53,906,66.96
2351,56040,79.73,36.17,53.28,675,31.99
2352,7234,5.78,79.88,67.62,351,55.56
2353,31132,45.39,53.52,46.42,116,47.02
2354,86326,1.4,31.78,38.41,738,74.55
2355,80675,22.09,53.46,86.92,168,66.32
2356,47114,77.54,31.34,93.6,833,54.9
2357,53085,10.61,24.82,76.42,363,75.4
2358,10999,10.56,32.57,32.93,558,70.91
2359,66701,40.14,60.31,27.38,468,93.45
2360,80902,77.69,51.27,63.13,909,71.78
2361,69693,63.8,23.16,64.03,81,65.54
2362,48841,78.18,82.63,71.14,642,87.66
2363,86568,4.95,49.86,92.49,181,44.17
2364,62841,56.37,73.5,71.74,236,47.05
